"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"317",676596,"Fleming, Josh","317","100.0","0.250","0.125","0.262","0.375","0.316","0.352","0.291","20","80","87.3","-4.9","1812","90.2","90.19","31","150","167","0.0","6.42","105","153","116","149","302","320","295"
"313",608717,"Stratton, Chris","313","100.0","0.235","0.176","0.255","0.412","0.314","0.352","0.269","16","68","89.4","15.7","2795","88.6","89.11","26","147","166","0.5","6.54","108","151","120","149","301","322","290"
"306",640448,"Finnegan, Kyle","306","100.0","0.250","0.232","0.297","0.482","0.367","0.320","0.215","14","56","89.8","5.8","2131","95.4","96.18","32","134","172","0.8","6.72","109","153","120","149","305","319","297"
"305",544931,"Strasburg, Stephen","305","100.0","0.203","0.159","0.224","0.362","0.307","0.358","0.253","14","69","91.5","14.0","2306","87.4","88.38","26","107","198","1.0","6.99","110","154","113","149","304","317","295"
"304",621121,"McCullers Jr., Lance","304","100.0","0.233","0.200","0.233","0.433","0.347","0.365","0.267","14","60","95.8","0.2","2138","93.5","92.77","22","112","192","-0.7","6.11","111","155","117","150","293","326","290"
"304",621237,"Alvarado, José","304","100.0","0.213","0.085","0.300","0.298","0.353","0.333","0.179","10","47","86.4","1.0","2145","98.9","99.70","37","112","192","0.8","6.86","106","148","112","145","298","320","289"
"302",459429,"McGee, Jake","302","100.0","0.211","0.211","0.239","0.421","0.298","0.274","0.187","16","76","90.4","26.2","2261","94.4","92.74","34","166","136","-1.7","6.12","110","153","116","148","299","322","289"
"301",642152,"Trivino, Lou","301","100.0","0.191","0.074","0.250","0.265","0.268","0.324","0.230","13","68","89.1","15.7","2141","93.1","91.06","31","140","161","-2.0","6.65","111","149","119","151","300","327","301"
"300",669160,"May, Dustin","300","100.0","0.192","0.178","0.244","0.370","0.262","0.265","0.197","14","73","86.4","0.1","2577","94.8","94.72","37","138","162","-0.1","6.57","116","161","120","149","295","315","289"
"299",579328,"Kikuchi, Yusei","299","100.0","0.188","0.271","0.217","0.458","0.302","0.327","0.224","9","48","93.1","19.9","2316","95.5","95.96","42","118","181","0.5","6.64","109","154","116","148","304","327","292"
"299",554431,"Matzek, Tyler","299","100.0","0.220","0.100","0.313","0.320","0.302","0.327","0.214","11","50","92.5","13.4","2561","94.9","94.82","36","145","154","-0.1","6.34","106","151","119","151","302","317","292"
"296",506433,"Darvish, Yu","296","100.0","0.111","0.130","0.167","0.241","0.205","0.210","0.125","6","54","83.9","14.5","2560","90.7","90.49","39","105","191","-0.2","6.38","115","154","129","146","295","319","309"
"296",518617,"Diekman, Jake","296","100.0","0.254","0.222","0.317","0.476","0.341","0.348","0.256","16","63","90.9","21.5","2211","94.9","87.45","46","145","151","-7.4","6.44","107","148","119","150","303","328","303"
"296",521230,"Hendriks, Liam","296","100.0","0.217","0.183","0.263","0.400","0.275","0.283","0.206","13","60","89.2","18.2","2400","95.9","96.53","57","171","125","0.6","6.71","116","149","115","149","295","315","293"
"296",596001,"Junis, Jakob","296","100.0","0.342","0.250","0.349","0.592","0.418","0.458","0.359","26","76","93.8","8.5","2273","90.5","89.60","21","137","159","-0.9","5.82","107","157","113","147","296","320","301"
"295",663460,"Bubic, Kris","295","100.0","0.220","0.102","0.250","0.322","0.305","0.337","0.228","13","59","87.5","12.6","2178","88.5","86.53","27","122","173","-2.0","6.62","108","160","121","145","299","321","297"
"295",571735,"Hale, David","295","100.0","0.295","0.180","0.340","0.475","0.367","0.368","0.286","18","61","89.5","8.4","2245","90.1","90.79","22","126","169","0.7","6.65","109","150","116","148","299","325","294"
"291",594965,"Ponce de Leon, Daniel","291","100.0","0.298","0.263","0.304","0.561","0.420","0.402","0.261","17","57","87.2","26.1","2340","92.0","91.41","31","141","150","-0.6","6.31","114","155","120","147","301","320","297"
"291",622088,"Antone, Tejay","291","100.0","0.105","0.053","0.172","0.158","0.193","0.251","0.169","6","57","87.8","-0.5","2862","87.8","87.68","42","119","172","-0.1","6.45","111","157","116","149","296","320","293"
"290",572955,"Johnson, Pierce","290","100.0","0.197","0.082","0.324","0.279","0.242","0.266","0.217","12","61","90.0","15.1","2762","87.1","85.97","38","123","167","-1.1","5.76","114","155","133","147","297","321","309"
"290",643778,"Webb, Tyler","290","100.0","0.277","0.064","0.361","0.340","0.360","0.361","0.265","13","47","84.6","17.7","2132","88.0","87.38","24","121","169","-0.6","6.56","108","150","115","146","294","318","296"
"289",650556,"Abreu, Bryan","289","100.0","0.286","0.143","0.318","0.429","0.365","0.342","0.255","16","56","89.7","10.0","2391","92.9","92.58","33","131","158","-0.3","6.26","113","156","115","149","292","324","292"
"288",593144,"Rodríguez, Richard","288","100.0","0.139","0.056","0.175","0.194","0.158","0.217","0.172","10","72","91.7","26.9","2583","92.9","93.47","30","147","141","0.6","6.86","111","155","122","149","301","323","293"
"285",676840,"Peacock, Matt","285","100.0","0.273","0.221","0.246","0.494","0.326","0.321","0.272","21","77","91.0","4.1","2022","93.2","91.45","13","132","153","-1.8","5.33","109","152","115","149","304","331","303"
"281",548389,"Stripling, Ross","281","100.0","0.269","0.284","0.317","0.552","0.378","0.378","0.270","18","67","94.3","21.3","2173","91.6","91.14","34","125","156","-0.5","6.09","109","156","122","150","296","316","285"
"281",676969,"de Geus, Brett","281","100.0","0.286","0.032","0.383","0.317","0.339","0.344","0.277","18","63","89.5","-2.4","2292","90.3","88.58","15","102","179","-1.7","5.73","110","153","119","145","294","325","295"
"281",621219,"Mills, Alec","281","100.0","0.262","0.262","0.235","0.525","0.384","0.334","0.246","16","61","87.5","4.9","2203","85.2","84.52","12","118","163","-0.7","6.08","114","156","117","149","298","325","295"
"277",474463,"Anderson, Brett","277","100.0","0.294","0.279","0.283","0.574","0.401","0.437","0.340","20","68","93.1","0.4","1737","89.5","87.24","8","108","169","-2.3","6.05","105","153","115","148","300","322","292"
"276",622250,"Sborz, Josh","276","100.0","0.220","0.051","0.342","0.271","0.244","0.262","0.216","13","59","91.9","13.9","2384","93.7","92.74","43","142","134","-1.0","5.84","112","156","123","148","295","327","296"
"275",605280,"Holmes, Clay","275","100.0","0.224","0.052","0.261","0.276","0.283","0.312","0.236","13","58","88.8","-13.0","2375","91.4","91.04","22","105","170","-0.4","6.16","106","150","119","148","296","319","286"
"273",657612,"Hill, Tim","273","100.0","0.217","0.188","0.239","0.406","0.273","0.318","0.267","15","69","85.7","-2.8","2196","91.9","90.90","42","144","129","-1.0","6.80","116","149","118","146","293","318","303"
"272",663423,"Thornton, Trent","272","100.0","0.263","0.263","0.293","0.526","0.387","0.385","0.274","15","57","95.0","13.6","2682","86.4","85.82","25","113","159","-0.6","6.08","110","155","120","150","292","316","286"
"271",608334,"Fulmer, Carson","271","100.0","0.313","0.229","0.361","0.542","0.434","0.434","0.291","15","48","90.2","5.7","2422","89.5","89.40","25","105","166","-0.1","6.20","112","155","120","148","295","320","292"
"270",615698,"Quantrill, Cal","270","100.0","0.293","0.155","0.319","0.448","0.363","0.394","0.327","17","58","85.7","6.5","2125","94.7","95.28","28","135","135","0.6","6.64","110","151","120","148","294","321","294"
"264",663465,"Allard, Kolby","264","100.0","0.197","0.197","0.257","0.393","0.263","0.262","0.200","12","61","90.3","22.8","2218","89.2","88.79","34","131","133","-0.4","6.12","115","155","119","149","294","322","292"
"264",608716,"Steckenrider, Drew","264","100.0","0.220","0.060","0.314","0.280","0.285","0.275","0.202","11","50","88.7","8.2","2326","88.6","88.11","26","116","148","-0.5","6.07","108","152","114","145","296","327","301"
"263",607481,"Bummer, Aaron","263","100.0","0.333","0.083","0.357","0.417","0.388","0.358","0.269","16","48","89.7","-11.6","1964","95.8","94.07","16","96","167","-1.7","6.10","109","148","112","147","297","319","293"
"262",642232,"Yarbrough, Ryan","262","100.0","0.200","0.127","0.244","0.327","0.270","0.288","0.214","11","55","82.7","20.5","2165","77.3","76.07","28","118","144","-1.2","6.58","106","157","118","147","298","320","295"
"262",596112,"Stephenson, Robert","262","100.0","0.277","0.185","0.340","0.462","0.341","0.355","0.265","18","65","89.5","12.2","2737","90.3","89.76","33","121","141","-0.5","6.16","110","152","119","146","301","330","301"
"262",676477,"Whitlock, Garrett","262","100.0","0.279","0.147","0.354","0.426","0.334","0.335","0.274","19","68","90.3","9.8","2129","95.4","93.63","35","140","122","-1.8","7.28","112","154","122","148","285","322","298"
"262",518553,"Cishek, Steve","262","100.0","0.189","0.019","0.263","0.208","0.235","0.284","0.216","10","53","84.8","10.7","2327","89.5","91.42","22","115","147","1.9","7.57","111","155","118","149","300","325","299"
"261",605242,"Fulmer, Michael","261","100.0","0.203","0.203","0.190","0.407","0.304","0.328","0.214","12","59","86.0","12.8","2218","94.7","95.23","26","110","151","0.5","6.68","109","153","118","150","297","329","300"
"259",605130,"Barlow, Scott","259","100.0","0.197","0.098","0.324","0.295","0.266","0.263","0.191","12","61","88.5","7.7","2330","89.6","90.42","31","115","144","0.8","6.78","107","157","114","145","294","319","299"
"259",664854,"Helsley, Ryan","259","100.0","0.291","0.073","0.340","0.364","0.301","0.357","0.307","16","55","91.4","7.6","2527","94.7","94.99","20","124","135","0.3","6.45","110","154","117","147","297","319","295"
"256",592773,"Stanek, Ryne","256","100.0","0.182","0.273","0.171","0.455","0.352","0.379","0.213","10","55","95.5","22.5","2230","97.2","95.86","38","132","124","-1.3","6.08","115","155","115","150","291","325","293"
"255",642397,"Soto, Gregory","255","100.0","0.362","0.170","0.395","0.532","0.444","0.365","0.249","17","47","87.6","1.0","2406","97.7","97.85","15","101","154","0.1","6.73","109","151","117","149","296","328","302"
"255",669330,"Wells, Tyler","255","100.0","0.275","0.294","0.294","0.569","0.384","0.423","0.305","14","51","92.5","22.3","2446","92.2","91.86","29","124","131","-0.3","6.24","111","153","122","150","302","324","297"
"254",468504,"Chacín, Jhoulys","254","100.0","0.295","0.311","0.292","0.607","0.412","0.336","0.236","18","61","84.9","5.6","2280","87.2","86.95","14","109","145","-0.2","5.93","105","148","117","142","299","329","299"
"252",670280,"Bednar, David","252","100.0","0.220","0.260","0.267","0.480","0.323","0.327","0.253","11","50","91.3","20.5","2321","91.5","91.44","37","126","126","-0.1","6.59","109","152","121","148","302","322","288"
"251",664199,"Clarke, Taylor","251","100.0","0.356","0.237","0.391","0.593","0.427","0.350","0.278","21","59","94.0","13.6","2224","94.8","94.48","21","134","116","-0.3","6.17","109","153","119","150","306","332","306"
"250",608371,"Sims, Lucas","250","100.0","0.182","0.205","0.273","0.386","0.332","0.301","0.158","8","44","87.5","22.5","2911","89.6","87.94","32","102","148","-1.7","5.54","112","152","114","146","293","317","288"
"250",605177,"Chafin, Andrew","250","100.0","0.194","0.048","0.231","0.242","0.253","0.282","0.214","12","62","84.7","6.4","2131","92.7","92.93","18","119","131","0.2","6.75","110","155","115","151","294","321","298"
"250",656464,"Ginkel, Kevin","250","100.0","0.318","0.318","0.379","0.636","0.441","0.416","0.298","14","44","88.2","19.3","2380","94.6","95.45","19","109","141","0.9","6.90","111","151","122","150","304","332","306"
"250",592233,"Crichton, Stefan","250","100.0","0.299","0.164","0.346","0.463","0.351","0.317","0.256","20","67","91.1","11.9","2057","87.4","86.57","17","113","136","-0.8","6.12","107","151","116","149","303","328","304"
"249",643511,"Rogers, Tyler","249","100.0","0.269","0.060","0.279","0.328","0.296","0.282","0.256","18","67","84.0","-10.5","1913","82.3","78.81","15","144","105","-3.5","5.84","110","149","114","148","295","318","290"
"248",542882,"Andriese, Matt","248","100.0","0.327","0.236","0.405","0.564","0.404","0.348","0.267","18","55","92.0","19.6","2457","89.6","88.84","31","118","130","-0.8","5.91","109","152","118","145","290","324","296"
"247",642203,"Widener, Taylor","247","100.0","0.264","0.170","0.293","0.434","0.339","0.402","0.306","14","53","89.2","13.8","2172","93.0","93.18","29","129","118","0.2","6.65","106","153","116","149","302","329","302"
"247",641941,"Pagán, Emilio","247","100.0","0.170","0.208","0.214","0.377","0.297","0.341","0.207","9","53","92.9","28.4","2520","94.8","95.16","44","131","116","0.4","6.62","115","157","140","145","298","322","311"
"247",641743,"Kay, Anthony","247","100.0","0.298","0.362","0.367","0.660","0.446","0.328","0.220","14","47","87.1","9.5","2378","91.3","90.48","24","112","135","-0.8","5.82","103","158","119","148","289","316","290"
"246",656322,"Coonrod, Sam","246","100.0","0.222","0.139","0.260","0.361","0.275","0.239","0.190","16","72","85.4","10.0","2262","97.9","98.25","30","133","113","0.4","6.56","108","151","114","148","302","325","294"
"244",543339,"Hudson, Daniel","244","100.0","0.182","0.091","0.237","0.273","0.236","0.255","0.178","10","55","89.7","22.0","2277","97.1","97.18","38","134","110","0.1","6.44","111","154","114","150","308","323","301"
"244",650382,"Hernandez, Darwinzon","244","100.0","0.182","0.068","0.292","0.250","0.323","0.362","0.218","8","44","87.7","7.4","2322","93.9","90.74","36","99","145","-3.2","6.73","111","155","118","146","288","321","297"
"242",656876,"Rasmussen, Drew","242","100.0","0.208","0.188","0.308","0.396","0.330","0.312","0.211","10","48","92.3","19.6","2525","96.8","97.03","30","103","139","0.2","6.45","109","151","117","148","300","319","291"
"242",685503,"Arihara, Kohei","242","100.0","0.368","0.263","0.361","0.632","0.480","0.547","0.423","14","38","93.1","12.5","2120","90.2","87.84","2","73","169","-2.4","6.62","114","156","116","147","295","324","297"
"241",621076,"Kaprielian, James","241","100.0","0.220","0.260","0.222","0.480","0.361","0.382","0.247","11","50","91.8","28.2","2217","91.3","90.61","23","105","136","-0.7","5.96","115","150","120","153","299","326","307"
"241",667463,"King, John","241","100.0","0.358","0.090","0.426","0.448","0.375","0.304","0.251","24","67","91.1","-11.8","1952","92.2","90.88","20","122","119","-1.3","5.98","112","153","118","146","294","323","294"
"241",643256,"Cimber, Adam","241","100.0","0.273","0.061","0.333","0.333","0.299","0.291","0.258","18","66","88.3","1.2","2208","86.8","86.14","23","131","110","-0.7","6.34","107","149","116","147","294","311","288"
"240",669060,"Wilson, Bryse","240","100.0","0.387","0.274","0.396","0.661","0.458","0.345","0.253","24","62","85.4","8.3","2067","91.8","92.48","27","116","124","0.7","6.61","107","151","125","148","300","321","295"
"240",606160,"Montero, Rafael","240","100.0","0.288","0.102","0.356","0.390","0.331","0.295","0.228","17","59","85.6","10.3","2217","95.2","94.65","30","119","121","-0.5","6.25","109","153","114","147","297","329","300"
"239",573204,"Thielbar, Caleb","239","100.0","0.314","0.255","0.481","0.569","0.384","0.354","0.256","16","51","96.4","23.5","2406","86.8","86.69","40","130","109","-0.1","6.28","104","151","114","146","304","332","294"
"238",606149,"Gallegos, Giovanny","238","100.0","0.143","0.071","0.184","0.214","0.226","0.325","0.228","8","56","89.5","21.3","2361","94.2","92.10","24","116","122","-2.1","5.75","112","156","119","147","299","319","299"
"237",656945,"Scott, Tanner","237","100.0","0.207","0.138","0.200","0.345","0.326","0.393","0.254","6","29","89.7","10.2","2579","97.0","96.51","19","75","162","-0.5","6.12","106","150","118","149","303","323","297"
"236",502171,"Cobb, Alex","236","100.0","0.283","0.132","0.385","0.415","0.345","0.368","0.328","15","53","92.2","10.2","2151","92.4","91.07","10","88","148","-1.3","5.77","112","157","116","149","308","327","300"
"235",670056,"Baragar, Caleb","235","100.0","0.222","0.074","0.267","0.296","0.286","0.305","0.209","12","54","87.6","32.8","2416","92.7","92.12","24","116","119","-0.6","6.58","107","153","116","148","297","320","290"
"235",641394,"Brentz, Jake","235","100.0","0.167","0.063","0.235","0.229","0.279","0.342","0.224","8","48","87.2","10.3","2268","96.7","95.22","25","101","134","-1.5","6.43","107","156","114","145","293","322","298"
"234",676684,"Vest, Will","234","100.0","0.225","0.125","0.273","0.350","0.321","0.349","0.270","9","40","94.1","17.8","1988","93.5","91.22","19","107","127","-2.3","5.97","109","153","113","148","296","325","298"
"234",445213,"Kintzler, Brandon","234","100.0","0.362","0.207","0.400","0.569","0.407","0.389","0.320","21","58","94.9","1.7","1994","91.8","92.19","9","100","134","0.4","6.52","106","149","113","146","297","321","291"
"233",453178,"Kennedy, Ian","233","100.0","0.161","0.071","0.222","0.232","0.196","0.230","0.178","9","56","92.4","27.2","2458","94.4","93.74","43","127","106","-0.7","6.51","115","157","120","149","299","330","300"
"233",622065,"Young, Alex","233","100.0","0.224","0.204","0.235","0.429","0.304","0.338","0.250","11","49","89.0","6.1","2267","87.9","86.77","30","108","125","-1.1","5.80","111","152","119","150","303","332","304"
"232",642233,"Yardley, Eric","232","100.0","0.321","0.226","0.313","0.547","0.401","0.340","0.270","17","53","86.0","0.9","2235","83.8","82.02","11","91","141","-1.8","6.15","105","150","118","146","301","320","296"
"231",592644,"Plutko, Adam","231","100.0","0.292","0.188","0.324","0.479","0.376","0.372","0.280","14","48","92.0","26.8","2422","89.4","88.84","28","118","113","-0.6","6.11","111","152","116","150","304","324","297"
"231",433589,"Petit, Yusmeiro","231","100.0","0.213","0.082","0.271","0.295","0.233","0.248","0.215","13","61","89.1","23.0","2095","84.5","85.74","25","115","116","1.2","7.13","110","151","123","154","303","327","302"
"230",676606,"Margevicius, Nick","230","100.0","0.255","0.149","0.324","0.404","0.335","0.361","0.284","12","47","89.3","17.5","2158","86.1","85.06","18","107","123","-1.0","6.67","108","153","114","146","299","325","298"
"229",656794,"Newcomb, Sean","229","100.0","0.286","0.171","0.474","0.457","0.388","0.352","0.244","10","35","88.2","22.3","2454","92.4","91.10","26","110","119","-1.3","5.81","107","151","119","149","299","315","290"
"229",489334,"Stammen, Craig","229","100.0","0.242","0.194","0.250","0.435","0.301","0.297","0.243","15","62","89.1","10.6","2177","91.6","92.13","15","100","129","0.5","6.66","117","157","136","145","298","322","309"
"228",628317,"Maeda, Kenta","228","100.0","0.372","0.302","0.387","0.674","0.462","0.476","0.358","16","43","93.7","15.5","2254","89.6","88.88","27","98","130","-0.7","5.87","106","159","114","148","303","333","296"
"227",519151,"Pressly, Ryan","227","100.0","0.286","0.089","0.357","0.375","0.307","0.296","0.234","16","56","89.7","6.9","2789","90.7","89.87","23","111","116","-0.8","6.16","115","154","116","151","288","322","291"
"227",677976,"Dobnak, Randy","227","100.0","0.266","0.109","0.286","0.375","0.300","0.373","0.328","17","64","95.1","-1.1","1928","91.3","90.33","9","95","132","-1.0","5.66","108","157","116","149","298","328","297"
"227",664208,"Maton, Phil","227","100.0","0.260","0.280","0.478","0.540","0.396","0.331","0.215","13","50","90.6","7.8","2609","87.8","89.30","49","111","116","1.5","7.09","108","154","122","148","292","322","294"
"226",663986,"Stephan, Trevor","226","100.0","0.370","0.217","0.455","0.587","0.451","0.488","0.367","17","46","93.6","10.5","2393","95.5","96.06","28","108","118","0.6","6.55","110","151","124","148","294","322","295"
"226",670912,"Oviedo, Johan","226","100.0","0.229","0.057","0.286","0.286","0.358","0.360","0.235","8","35","83.5","-1.2","2357","92.1","92.73","20","82","144","0.6","7.13","112","154","116","147","298","321","301"
"226",502239,"Cahill, Trevor","226","100.0","0.294","0.039","0.366","0.333","0.326","0.350","0.278","15","51","89.0","7.1","2186","89.7","89.42","16","93","133","-0.3","6.22","109","150","116","146","297","319","285"
"225",676604,"Zuber, Tyler","225","100.0","0.243","0.297","0.250","0.541","0.412","0.479","0.284","9","37","96.5","22.2","2273","93.1","91.50","29","88","137","-1.6","5.83","107","157","114","144","294","318","299"
"225",519326,"Strickland, Hunter","225","100.0","0.273","0.200","0.325","0.473","0.353","0.362","0.267","15","55","88.7","15.6","2366","94.8","94.36","23","125","100","-0.4","6.20","110","155","118","148","300","320","296"
"225",660365,"Yang, Hyeon-Jong","225","100.0","0.279","0.163","0.297","0.442","0.367","0.395","0.279","12","43","87.6","12.9","2184","88.5","89.10","20","103","122","0.6","6.64","113","154","121","147","298","327","296"
"224",452657,"Lester, Jon","224","100.0","0.354","0.125","0.390","0.479","0.378","0.347","0.294","17","48","87.5","9.8","2242","86.5","86.87","21","98","126","0.4","6.49","107","152","113","148","304","320","293"
"223",592169,"Brice, Austin","223","100.0","0.273","0.205","0.303","0.477","0.390","0.379","0.254","12","44","92.7","14.3","2440","88.2","86.33","20","97","126","-1.9","5.41","113","153","121","146","289","318","295"
"223",542585,"Cisnero, José","223","100.0","0.222","0.200","0.333","0.422","0.322","0.391","0.271","10","45","88.7","23.3","2386","96.6","96.04","32","107","116","-0.6","6.06","108","154","117","148","298","328","301"
"223",668678,"Gallen, Zac","223","100.0","0.146","0.024","0.250","0.171","0.239","0.278","0.169","6","41","91.9","15.4","2398","93.7","94.09","17","81","142","0.4","6.66","108","153","118","151","305","332","303"
"222",518813,"Holland, Greg","222","100.0","0.281","0.188","0.364","0.469","0.377","0.364","0.261","9","32","89.4","6.8","2268","89.6","89.24","26","84","138","-0.4","6.06","106","156","113","145","291","319","298"
"221",669735,"Rodriguez, Chris","221","100.0","0.122","0.041","0.188","0.163","0.229","0.240","0.132","6","49","86.4","3.1","2301","93.4","92.62","25","89","132","-0.8","5.97","112","159","118","148","309","326","302"
"220",544727,"Familia, Jeurys","220","100.0","0.264","0.075","0.350","0.340","0.305","0.271","0.219","14","53","87.9","-2.9","2250","96.7","95.93","27","108","112","-0.8","5.86","114","154","116","148","298","323","298"
"220",500610,"Guerra, Deolis","220","100.0","0.178","0.089","0.219","0.267","0.241","0.265","0.192","8","45","86.9","21.8","2412","89.1","90.13","17","98","122","1.0","7.14","116","151","122","152","296","326","300"
"220",656232,"Bielak, Brandon","220","100.0","0.218","0.036","0.250","0.255","0.253","0.294","0.250","12","55","87.9","10.2","2420","91.4","90.03","20","109","111","-1.4","5.51","113","154","117","150","291","327","294"
"220",650633,"King, Michael","220","100.0","0.271","0.146","0.297","0.417","0.347","0.367","0.307","13","48","86.0","3.1","2284","92.8","92.44","15","100","120","-0.4","6.24","109","152","119","148","300","328","287"
"219",623352,"Hader, Josh","219","100.0","0.095","0.024","0.182","0.119","0.142","0.193","0.135","4","42","90.9","25.7","2044","96.0","91.19","46","120","99","-4.8","6.69","109","153","119","149","307","328","302"
"218",592254,"De León, José","218","100.0","0.225","0.125","0.400","0.350","0.321","0.311","0.177","9","40","89.3","24.2","2058","93.0","93.68","29","97","121","0.7","6.72","107","150","110","144","293","317","286"
"218",656685,"Martin, Brett","218","100.0","0.353","0.078","0.425","0.431","0.355","0.298","0.272","18","51","88.2","4.4","2176","89.8","89.15","24","110","108","-0.6","6.15","110","151","118","144","294","320","293"
"218",518886,"Kimbrel, Craig","218","100.0","0.174","0.109","0.280","0.283","0.256","0.269","0.182","8","46","92.4","18.2","2325","96.9","97.30","32","102","116","0.4","6.61","114","156","117","149","296","323","301"
"216",642083,"Slegers, Aaron","216","100.0","0.353","0.098","0.425","0.451","0.380","0.324","0.272","18","51","85.4","-1.0","1988","91.9","91.52","32","108","105","-0.4","6.85","112","154","114","148","305","324","296"
"216",621242,"Díaz, Edwin","216","100.0","0.293","0.098","0.429","0.390","0.353","0.339","0.266","12","41","87.4","11.3","2362","99.1","100.58","27","103","113","1.5","7.28","114","156","113","149","301","329","304"
"214",672335,"Pérez, Cionel","214","100.0","0.310","0.143","0.353","0.452","0.411","0.396","0.289","13","42","92.7","4.2","2084","96.0","95.08","22","87","127","-0.9","5.88","106","153","118","146","297","318","288"
"213",642121,"Sulser, Cole","213","100.0","0.242","0.212","0.333","0.455","0.347","0.359","0.232","8","33","98.7","21.0","2373","92.7","93.17","32","100","113","0.5","6.74","109","154","117","150","299","322","299"
"211",594795,"Dayton, Grant","211","100.0","0.277","0.234","0.324","0.511","0.340","0.313","0.248","13","47","84.0","11.6","2240","86.4","86.64","32","106","105","0.2","6.46","103","145","117","146","300","319","293"
"211",607219,"Romano, Sal","211","100.0","0.259","0.207","0.261","0.466","0.343","0.366","0.272","15","58","89.3","14.2","2098","93.3","92.09","13","94","117","-1.2","5.92","110","154","117","148","296","315","287"
"211",664714,"Newsome, Ljay","211","100.0","0.311","0.222","0.400","0.533","0.365","0.307","0.241","14","45","90.1","24.9","2081","89.0","85.87","30","116","95","-3.1","6.00","109","152","118","146","296","329","300"
"210",554340,"García, Yimi","210","100.0","0.156","0.267","0.148","0.422","0.257","0.356","0.241","7","45","90.3","18.8","2573","92.1","90.49","30","102","108","-1.6","5.86","109","149","117","148","300","318","291"
"208",458708,"Tomlin, Josh","208","100.0","0.348","0.196","0.424","0.543","0.400","0.362","0.302","16","46","92.6","22.9","2550","82.0","80.43","30","105","103","-1.6","5.70","109","150","122","149","300","321","294"
"207",650530,"Garcia, Bryan","207","100.0","0.255","0.170","0.303","0.426","0.367","0.391","0.272","12","47","91.7","16.7","2163","94.0","93.34","17","99","108","-0.7","5.98","106","152","121","149","301","331","301"
"207",571521,"Brothers, Rex","207","100.0","0.259","0.148","0.316","0.407","0.396","0.412","0.251","7","27","93.3","23.1","2189","95.2","94.60","19","78","129","-0.6","6.03","112","155","116","150","293","319","298"
"206",519293,"Smith, Will","206","100.0","0.302","0.163","0.333","0.465","0.352","0.388","0.327","13","43","88.8","19.8","2215","90.9","91.04","20","94","112","0.1","6.34","107","149","116","149","302","319","294"
"203",665854,"Oviedo, Luis","203","100.0","0.295","0.295","0.286","0.591","0.412","0.441","0.311","13","44","91.0","10.9","2208","89.3","90.61","13","83","120","1.3","7.13","108","148","116","146","298","319","288"
"203",519043,"Moore, Matt","203","100.0","0.306","0.222","0.346","0.528","0.386","0.427","0.298","11","36","89.0","9.4","2318","91.7","91.33","19","99","104","-0.4","6.21","108","152","116","147","297","323","289"
"203",547973,"Chapman, Aroldis","203","100.0","0.111","0.111","0.235","0.222","0.192","0.215","0.122","5","45","88.7","19.3","2457","99.1","100.40","43","104","99","1.3","7.15","110","154","116","149","302","330","287"
"203",608379,"Wacha, Michael","203","100.0","0.295","0.227","0.314","0.523","0.361","0.460","0.356","13","44","94.0","19.9","2103","91.8","91.92","18","106","97","0.1","6.74","105","154","115","148","304","324","293"
"203",663556,"McClanahan, Shane","203","100.0","0.319","0.064","0.375","0.383","0.336","0.342","0.289","15","47","93.4","17.0","2317","95.4","95.90","26","102","101","0.5","6.72","103","155","119","148","304","319","290"
"203",667498,"Dugger, Robert","203","100.0","0.300","0.250","0.310","0.550","0.389","0.340","0.262","12","40","91.5","21.0","2194","83.5","83.18","22","88","115","-0.3","6.05","108","154","117","148","292","324","299"
"202",605309,"Kela, Keone","202","100.0","0.250","0.205","0.276","0.455","0.324","0.303","0.229","11","44","89.5","17.7","2390","88.6","88.52","18","83","119","-0.1","6.34","115","156","129","149","294","317","308"
"202",570663,"Robles, Hansel","202","100.0","0.217","0.174","0.300","0.391","0.341","0.395","0.253","10","46","97.9","18.8","2354","96.5","92.49","22","102","100","-4.0","6.12","106","153","114","147","301","327","295"
"201",596027,"Maples, Dillon","201","100.0","0.182","0.182","0.182","0.364","0.331","0.392","0.255","6","33","94.2","7.6","2822","92.8","92.10","15","73","128","-0.7","6.10","116","155","119","148","292","316","293"
"200",656420,"Feyereisen, J.P.","200","100.0","0.235","0.118","0.292","0.353","0.336","0.320","0.196","8","34","89.2","24.1","2631","93.6","89.02","26","90","110","-4.6","5.99","108","154","115","148","301","324","297"
"199",543507,"May, Trevor","199","100.0","0.250","0.275","0.350","0.525","0.358","0.363","0.240","10","40","93.2","23.1","2394","96.1","97.05","35","118","81","1.0","7.01","112","153","117","147","299","325","298"
"199",571670,"Floro, Dylan","199","100.0","0.152","0.000","0.233","0.152","0.189","0.235","0.187","7","46","84.3","14.9","2219","93.2","92.82","22","98","101","-0.4","6.31","106","146","113","146","298","317","289"
